Date,Store_ID,Product_Category,Product_ID,Quantity_Sold,Price_per_Unit,Discount per_order,Total_Sales,District,State
11/4/2024,DM003,Groceries,P7719,2,30.76,25%,46.14,Bangalore,Karnataka
2/1/2024,DM009,Stationery,P3958,20,48.71,2%,954.72,Jaipur,Rajasthan
11/4/2024,DM006,Groceries,P3649,42,332.83,10%,12580.97,Delhi,Delhi
5/7/2024,DM020,Clothing,P2373,13,72.58,15%,802.01,Panaji,Goa
1/10/2024,DM015,Clothing,P8893,39,197.65,2%,7554.18,Guwahati,Assam
4/8/2024,DM016,Groceries,P1573,13,474.69,23%,4751.65,Thiruvananthapuram,Kerala
2/24/2024,DM004,Groceries,P1034,15,204.93,19%,2489.9,Chennai,Tamil Nadu
9/24/2024,DM012,Groceries,P1493,36,257.03,2%,9068.02,Indore,Madhya Pradesh
1/8/2024,DM012,Electronics,P2653,49,86.03,11%,3751.77,Indore,Madhya Pradesh
11/26/2024,DM005,Electronics,P4892,48,306.35,0%,14704.8,Hyderabad,Telangana
10/17/2024,DM018,Stationery,P7007,1,398.91,21%,315.14,Shimla,Himachal Pradesh
12/10/2024,DM002,Stationery,P2248,3,91.96,7%,256.57,Pune,Maharashtra
5/22/2024,DM015,Clothing,P5184,44,62.29,10%,2466.68,Guwahati,Assam
10/15/2024,DM010,Electronics,P3603,21,160.04,27%,2453.41,Lucknow,Uttar Pradesh
10/29/2024,DM009,Electronics,P9124,34,77.8,9%,2407.13,Jaipur,Rajasthan
8/24/2024,DM007,Groceries,P2511,3,356.22,28%,769.44,Ahmedabad,Gujarat
2/6/2024,DM012,Groceries,P1164,49,312.13,2%,14988.48,Indore,Madhya Pradesh
3/26/2024,DM019,Home & Kitchen,P6308,35,257.99,17%,7494.61,Ranchi,Jharkhand
3/10/2024,DM018,Electronics,P4200,17,427.81,13%,6327.31,Shimla,Himachal Pradesh
2/28/2024,DM005,Stationery,P4683,35,498.35,24%,13256.11,Hyderabad,Telangana
1/16/2024,DM014,Stationery,P1548,7,323.57,13%,1970.54,Bhubaneswar,Odisha
3/26/2024,DM003,Home & Kitchen,P7860,50,56.64,15%,2407.2,Bangalore,Karnataka
1/2/2024,DM008,Clothing,P2504,10,332.37,28%,2393.06,Kolkata,West Bengal
7/31/2024,DM016,Stationery,P3587,4,169.06,22%,527.47,Thiruvananthapuram,Kerala
6/10/2024,DM003,Electronics,P2371,16,14.99,6%,225.45,Bangalore,Karnataka
4/9/2024,DM007,Home & Kitchen,P9983,23,202.39,12%,4096.37,Ahmedabad,Gujarat
11/9/2024,DM018,Clothing,P2982,25,159.29,20%,3185.8,Shimla,Himachal Pradesh
6/27/2024,DM002,Clothing,P7103,31,346.64,4%,10316.01,Pune,Maharashtra
2/26/2024,DM014,Groceries,P6786,25,418.64,3%,10152.02,Bhubaneswar,Odisha
7/26/2024,DM017,Home & Kitchen,P4284,30,83.18,27%,1821.64,Dehradun,Uttarakhand
10/1/2024,DM018,Groceries,P6228,16,161.21,7%,2398.8,Shimla,Himachal Pradesh
3/9/2024,DM005,Groceries,P4412,36,14.36,7%,480.77,Hyderabad,Telangana
8/5/2024,DM016,Stationery,P8731,33,329.22,15%,9234.62,Thiruvananthapuram,Kerala
11/30/2024,DM016,Home & Kitchen,P4380,35,298.87,18%,8577.57,Thiruvananthapuram,Kerala
11/29/2024,DM015,Electronics,P2033,30,465.76,10%,12575.52,Guwahati,Assam
10/4/2024,DM006,Home & Kitchen,P4248,15,305.89,5%,4358.93,Delhi,Delhi
4/12/2024,DM008,Electronics,P2339,2,254.69,25%,382.03,Kolkata,West Bengal
7/6/2024,DM005,Groceries,P1631,18,493.65,22%,6930.85,Hyderabad,Telangana
2/15/2024,DM019,Clothing,P4184,3,215.55,19%,523.79,Ranchi,Jharkhand
1/30/2024,DM009,Clothing,P4091,7,341.26,29%,1696.06,Jaipur,Rajasthan
1/10/2024,DM020,Clothing,P2379,39,358.34,30%,9782.68,Panaji,Goa
3/3/2024,DM016,Stationery,P8392,46,52.51,17%,2004.83,Thiruvananthapuram,Kerala
7/23/2024,DM006,Electronics,P7784,47,210.93,13%,8624.93,Delhi,Delhi
6/24/2024,DM004,Clothing,P3907,25,16.32,9%,371.28,Chennai,Tamil Nadu
5/12/2024,DM008,Stationery,P7794,11,129.57,19%,1154.47,Kolkata,West Bengal
7/29/2024,DM007,Electronics,P1069,31,354.4,15%,9338.44,Ahmedabad,Gujarat
9/17/2024,DM018,Home & Kitchen,P9322,29,98,18%,2330.44,Shimla,Himachal Pradesh
5/31/2024,DM017,Electronics,P1152,9,159.2,4%,1375.49,Dehradun,Uttarakhand
11/29/2024,DM002,Clothing,P3718,9,180.14,16%,1361.86,Pune,Maharashtra
10/2/2024,DM014,Home & Kitchen,P9716,7,53.24,6%,350.32,Bhubaneswar,Odisha
9/21/2024,DM017,Stationery,P3357,40,269.54,16%,9056.54,Dehradun,Uttarakhand
9/4/2024,DM003,Home & Kitchen,P4650,46,73.57,15%,2876.59,Bangalore,Karnataka
6/29/2024,DM016,Stationery,P3110,25,168.14,27%,3068.55,Thiruvananthapuram,Kerala
10/9/2024,DM008,Stationery,P4370,37,438.85,30%,11366.22,Kolkata,West Bengal
8/8/2024,DM008,Groceries,P5927,21,321.87,5%,6421.31,Kolkata,West Bengal
5/18/2024,DM002,Electronics,P4562,23,176.02,21%,3198.28,Pune,Maharashtra
10/9/2024,DM010,Stationery,P7930,22,164.06,13%,3140.11,Lucknow,Uttar Pradesh
1/11/2024,DM014,Home & Kitchen,P3401,23,230.32,30%,3708.15,Bhubaneswar,Odisha
11/8/2024,DM006,Groceries,P4455,25,122.24,16%,2567.04,Delhi,Delhi
8/7/2024,DM007,Groceries,P8089,25,21.43,20%,428.6,Ahmedabad,Gujarat
5/4/2024,DM019,Home & Kitchen,P8020,24,475.21,10%,10264.54,Ranchi,Jharkhand
8/17/2024,DM020,Clothing,P4705,14,480.73,30%,4711.15,Panaji,Goa
9/26/2024,DM017,Groceries,P2705,37,476.56,5%,16751.08,Dehradun,Uttarakhand
12/11/2024,DM008,Electronics,P7411,49,271.02,20%,10623.98,Kolkata,West Bengal
10/1/2024,DM003,Electronics,P7272,30,354.14,2%,10411.72,Bangalore,Karnataka
4/14/2024,DM020,Clothing,P4859,50,118.97,23%,4580.35,Panaji,Goa
4/11/2024,DM008,Stationery,P9218,35,487.37,3%,16546.21,Kolkata,West Bengal
12/14/2024,DM001,Home & Kitchen,P2787,40,186.71,29%,5302.56,Mumbai,Maharashtra
5/4/2024,DM019,Electronics,P9135,19,205.78,19%,3166.95,Ranchi,Jharkhand
6/2/2024,DM013,Home & Kitchen,P8608,41,434.83,0%,17828.03,Patna,Bihar
7/17/2024,DM009,Groceries,P8996,50,93.89,11%,4178.11,Jaipur,Rajasthan
9/12/2024,DM001,Home & Kitchen,P6834,20,120.73,8%,2221.43,Mumbai,Maharashtra
11/23/2024,DM019,Home & Kitchen,P1074,25,262.99,6%,6180.26,Ranchi,Jharkhand
9/15/2024,DM012,Clothing,P6395,39,392.97,19%,12413.92,Indore,Madhya Pradesh
4/16/2024,DM019,Stationery,P4126,3,466.41,10%,1259.31,Ranchi,Jharkhand
12/14/2024,DM001,Clothing,P8493,28,383.62,5%,10204.29,Mumbai,Maharashtra
8/15/2024,DM001,Electronics,P1046,33,427.99,1%,13982.43,Mumbai,Maharashtra
6/14/2024,DM001,Electronics,P7862,28,395.59,16%,9304.28,Mumbai,Maharashtra
4/1/2024,DM007,Electronics,P3350,10,494.18,27%,3607.51,Ahmedabad,Gujarat
1/6/2024,DM010,Clothing,P1489,48,376.52,27%,13193.26,Lucknow,Uttar Pradesh
1/12/2024,DM012,Groceries,P3698,50,410.98,17%,17055.67,Indore,Madhya Pradesh
7/23/2024,DM005,Stationery,P4895,11,275.2,21%,2391.49,Hyderabad,Telangana
9/16/2024,DM015,Clothing,P3834,33,377.59,22%,9719.17,Guwahati,Assam
1/21/2024,DM005,Home & Kitchen,P2359,48,377.66,14%,15589.8,Hyderabad,Telangana
1/18/2024,DM003,Clothing,P1201,14,49.43,11%,615.9,Bangalore,Karnataka
6/11/2024,DM011,Electronics,P7276,17,468.93,28%,5739.7,Chandigarh,Punjab
1/24/2024,DM012,Electronics,P9840,24,133.54,10%,2884.46,Indore,Madhya Pradesh
5/16/2024,DM012,Electronics,P7015,48,334.28,27%,11713.17,Indore,Madhya Pradesh
2/26/2024,DM004,Clothing,P3709,17,127.56,3%,2103.46,Chennai,Tamil Nadu
10/23/2024,DM002,Groceries,P2062,25,298.15,13%,6484.76,Pune,Maharashtra
7/7/2024,DM002,Clothing,P2167,42,306.11,4%,12342.36,Pune,Maharashtra
11/21/2024,DM020,Clothing,P6098,25,25.8,26%,477.3,Panaji,Goa
2/16/2024,DM014,Stationery,P4906,36,335.3,20%,9656.64,Bhubaneswar,Odisha
1/10/2024,DM003,Groceries,P7101,12,432.59,5%,4931.53,Bangalore,Karnataka
10/21/2024,DM012,Electronics,P4346,44,141.06,18%,5089.44,Indore,Madhya Pradesh
11/1/2024,DM012,Stationery,P9099,15,54.96,18%,676.01,Indore,Madhya Pradesh
9/12/2024,DM017,Home & Kitchen,P6551,46,362.65,25%,12511.42,Dehradun,Uttarakhand
2/10/2024,DM008,Groceries,P2743,27,478.87,28%,9309.23,Kolkata,West Bengal
8/18/2024,DM012,Stationery,P3113,48,153.82,5%,7014.19,Indore,Madhya Pradesh
12/19/2024,DM010,Groceries,P9871,27,101.76,1%,2720.04,Lucknow,Uttar Pradesh
12/9/2024,DM019,Clothing,P3389,10,363.38,27%,2652.67,Ranchi,Jharkhand
2/3/2024,DM013,Clothing,P5162,35,276.28,12%,8509.42,Patna,Bihar
4/28/2024,DM011,Stationery,P3858,3,418.35,16%,1054.24,Chandigarh,Punjab
5/2/2024,DM020,Stationery,P9280,24,445.64,26%,7914.57,Panaji,Goa
7/15/2024,DM011,Home & Kitchen,P8234,31,340.08,29%,7485.16,Chandigarh,Punjab
10/12/2024,DM008,Clothing,P7923,23,220.32,12%,4459.28,Kolkata,West Bengal
2/26/2024,DM012,Clothing,P9464,35,159.01,0%,5565.35,Indore,Madhya Pradesh
1/5/2024,DM003,Groceries,P7920,43,254.93,18%,8988.83,Bangalore,Karnataka
1/6/2024,DM006,Stationery,P4944,9,471.82,16%,3566.96,Delhi,Delhi
7/28/2024,DM017,Groceries,P6680,34,137.32,6%,4388.75,Dehradun,Uttarakhand
4/5/2024,DM013,Electronics,P3575,29,243.03,29%,5003.99,Patna,Bihar
11/5/2024,DM005,Electronics,P9729,48,139.83,15%,5705.06,Hyderabad,Telangana
4/14/2024,DM017,Groceries,P1650,40,373.52,9%,13596.13,Dehradun,Uttarakhand
8/9/2024,DM014,Groceries,P8490,39,218.95,4%,8197.49,Bhubaneswar,Odisha
7/17/2024,DM008,Stationery,P1360,30,325.05,22%,7606.17,Kolkata,West Bengal
7/9/2024,DM005,Groceries,P8685,19,403.79,2%,7518.57,Hyderabad,Telangana
9/29/2024,DM007,Clothing,P3760,16,284.44,8%,4186.96,Ahmedabad,Gujarat
1/26/2024,DM007,Groceries,P1815,31,98.39,6%,2867.08,Ahmedabad,Gujarat
4/25/2024,DM009,Stationery,P6393,28,97.24,25%,2042.04,Jaipur,Rajasthan
1/14/2024,DM013,Stationery,P1996,4,361.82,28%,1042.04,Patna,Bihar
4/9/2024,DM015,Home & Kitchen,P4477,48,29.57,22%,1107.1,Guwahati,Assam
5/7/2024,DM007,Clothing,P7107,8,417.9,4%,3209.47,Ahmedabad,Gujarat
11/9/2024,DM009,Clothing,P9454,13,314.95,7%,3807.75,Jaipur,Rajasthan
1/3/2024,DM018,Stationery,P7301,28,413.64,6%,10887,Shimla,Himachal Pradesh
9/7/2024,DM017,Electronics,P5504,26,321.61,9%,7609.29,Dehradun,Uttarakhand
11/16/2024,DM016,Home & Kitchen,P4064,43,484.34,23%,16036.5,Thiruvananthapuram,Kerala
2/25/2024,DM020,Electronics,P7938,13,294.59,22%,2987.14,Panaji,Goa
7/16/2024,DM004,Electronics,P1766,39,313.6,24%,9295.1,Chennai,Tamil Nadu
3/29/2024,DM001,Stationery,P4264,3,169.75,2%,499.06,Mumbai,Maharashtra
5/30/2024,DM019,Home & Kitchen,P4469,16,21.29,25%,255.48,Ranchi,Jharkhand
2/11/2024,DM007,Stationery,P7395,19,473.33,16%,7554.35,Ahmedabad,Gujarat
1/20/2024,DM003,Electronics,P5015,16,282.86,15%,3846.9,Bangalore,Karnataka
4/5/2024,DM010,Clothing,P1093,50,199.46,6%,9374.62,Lucknow,Uttar Pradesh
7/18/2024,DM003,Clothing,P5539,25,229.14,10%,5155.65,Bangalore,Karnataka
7/6/2024,DM013,Electronics,P9740,36,156.84,18%,4629.92,Patna,Bihar
12/18/2024,DM014,Groceries,P9483,4,341.15,23%,1050.74,Bhubaneswar,Odisha
7/11/2024,DM016,Home & Kitchen,P1198,32,163.26,26%,3866,Thiruvananthapuram,Kerala
9/9/2024,DM008,Electronics,P9170,24,238.51,4%,5495.27,Kolkata,West Bengal
6/7/2024,DM014,Electronics,P9049,18,353.19,20%,5085.94,Bhubaneswar,Odisha
12/28/2024,DM019,Home & Kitchen,P2562,25,160.68,15%,3414.45,Ranchi,Jharkhand
6/26/2024,DM006,Clothing,P9588,12,475.97,8%,5254.71,Delhi,Delhi
7/1/2024,DM006,Home & Kitchen,P4669,32,124.9,19%,3237.41,Delhi,Delhi
5/24/2024,DM016,Electronics,P5608,35,449.13,11%,13990.4,Thiruvananthapuram,Kerala
9/18/2024,DM013,Home & Kitchen,P4999,46,321.56,27%,10797.98,Patna,Bihar
3/15/2024,DM005,Home & Kitchen,P2795,31,139.91,17%,3599.88,Hyderabad,Telangana
10/20/2024,DM002,Groceries,P8663,12,280.46,0%,3365.52,Pune,Maharashtra
9/7/2024,DM009,Home & Kitchen,P4884,49,473.04,26%,17152.43,Jaipur,Rajasthan
8/8/2024,DM005,Stationery,P6768,14,47.37,2%,649.92,Hyderabad,Telangana
1/30/2024,DM013,Stationery,P5785,38,200.36,22%,5938.67,Patna,Bihar
10/6/2024,DM016,Electronics,P4886,46,58.38,5%,2551.21,Thiruvananthapuram,Kerala
12/25/2024,DM010,Clothing,P3271,50,211.22,10%,9504.9,Lucknow,Uttar Pradesh
8/6/2024,DM008,Stationery,P2249,26,300.5,27%,5703.49,Kolkata,West Bengal
12/5/2024,DM003,Clothing,P5395,33,249.08,16%,6904.5,Bangalore,Karnataka
10/13/2024,DM019,Clothing,P6374,37,85.29,29%,2240.57,Ranchi,Jharkhand
11/29/2024,DM015,Groceries,P5006,47,449.8,11%,18815.13,Guwahati,Assam
6/25/2024,DM020,Electronics,P9111,46,328.88,27%,11043.79,Panaji,Goa
2/13/2024,DM006,Home & Kitchen,P3384,45,75.43,8%,3122.8,Delhi,Delhi
7/7/2024,DM005,Home & Kitchen,P4720,21,56.18,17%,979.22,Hyderabad,Telangana
6/4/2024,DM006,Home & Kitchen,P9415,37,334.46,0%,12375.02,Delhi,Delhi
12/30/2024,DM012,Clothing,P4165,26,250.87,25%,4891.97,Indore,Madhya Pradesh
2/19/2024,DM004,Clothing,P7883,7,162.71,9%,1036.46,Chennai,Tamil Nadu
11/2/2024,DM009,Clothing,P7179,7,153.18,13%,932.87,Jaipur,Rajasthan
4/21/2024,DM007,Clothing,P4532,50,420.6,7%,19557.9,Ahmedabad,Gujarat
4/21/2024,DM020,Electronics,P4088,20,476.72,17%,7913.55,Panaji,Goa
10/3/2024,DM002,Stationery,P9799,41,324.78,6%,12517.02,Pune,Maharashtra
2/3/2024,DM020,Clothing,P6911,15,246.7,13%,3219.43,Panaji,Goa
4/24/2024,DM002,Groceries,P3636,21,259.15,22%,4244.88,Pune,Maharashtra
10/3/2024,DM014,Groceries,P9704,49,25.46,30%,873.28,Bhubaneswar,Odisha
10/17/2024,DM011,Clothing,P4523,20,140.6,23%,2165.24,Chandigarh,Punjab
2/3/2024,DM009,Groceries,P2080,1,21.66,28%,15.6,Jaipur,Rajasthan
9/19/2024,DM019,Clothing,P6352,33,303.72,0%,10022.76,Ranchi,Jharkhand
8/2/2024,DM010,Clothing,P5732,38,306.88,2%,11428.21,Lucknow,Uttar Pradesh
2/9/2024,DM015,Groceries,P8572,12,62.1,18%,611.06,Guwahati,Assam
11/1/2024,DM001,Electronics,P9117,17,157.59,9%,2437.92,Mumbai,Maharashtra
9/20/2024,DM020,Stationery,P9870,49,291.41,24%,10852.11,Panaji,Goa
3/24/2024,DM002,Home & Kitchen,P4233,16,149.63,15%,2034.97,Pune,Maharashtra
9/26/2024,DM003,Electronics,P2021,42,172.41,25%,5430.91,Bangalore,Karnataka
10/5/2024,DM009,Electronics,P7539,27,254.23,30%,4804.95,Jaipur,Rajasthan
2/13/2024,DM007,Electronics,P1977,49,420.53,29%,14630.24,Ahmedabad,Gujarat
3/25/2024,DM008,Home & Kitchen,P9450,46,82.96,14%,3281.9,Kolkata,West Bengal
6/20/2024,DM012,Clothing,P9269,25,207.07,4%,4969.68,Indore,Madhya Pradesh
4/15/2024,DM016,Stationery,P5722,35,378.38,11%,11786.54,Thiruvananthapuram,Kerala
2/10/2024,DM020,Home & Kitchen,P2863,45,479.03,4%,20694.1,Panaji,Goa
4/10/2024,DM009,Stationery,P2835,13,185.45,6%,2266.2,Jaipur,Rajasthan
7/26/2024,DM012,Electronics,P7789,45,10.2,29%,325.89,Indore,Madhya Pradesh
7/7/2024,DM016,Groceries,P8413,30,280.83,9%,7666.66,Thiruvananthapuram,Kerala
3/7/2024,DM018,Electronics,P1550,25,121.95,27%,2225.59,Shimla,Himachal Pradesh
2/26/2024,DM016,Groceries,P9933,38,239.4,6%,8551.37,Thiruvananthapuram,Kerala
8/10/2024,DM004,Stationery,P2420,12,45.53,27%,398.84,Chennai,Tamil Nadu
3/17/2024,DM014,Home & Kitchen,P1246,40,285.28,3%,11068.86,Bhubaneswar,Odisha
9/12/2024,DM003,Clothing,P1002,11,366.53,1%,3991.51,Bangalore,Karnataka
8/2/2024,DM006,Home & Kitchen,P6082,4,197.78,15%,672.45,Delhi,Delhi
10/2/2024,DM003,Clothing,P4214,49,299.11,23%,11285.42,Bangalore,Karnataka
8/30/2024,DM006,Groceries,P5302,49,344.64,7%,15705.24,Delhi,Delhi
2/15/2024,DM011,Stationery,P1674,24,75.65,29%,1289.08,Chandigarh,Punjab
10/26/2024,DM016,Stationery,P2593,17,131.88,10%,2017.76,Thiruvananthapuram,Kerala
7/15/2024,DM018,Groceries,P3757,42,48.41,0%,2033.22,Shimla,Himachal Pradesh
7/23/2024,DM003,Stationery,P4351,49,152.81,22%,5840.4,Bangalore,Karnataka
8/3/2024,DM012,Stationery,P3278,14,359.92,14%,4333.44,Indore,Madhya Pradesh
1/5/2024,DM004,Electronics,P4894,28,357.11,30%,6999.36,Chennai,Tamil Nadu
12/14/2024,DM017,Clothing,P9984,32,490.7,8%,14446.21,Dehradun,Uttarakhand
2/24/2024,DM003,Electronics,P1818,3,460.72,6%,1299.23,Bangalore,Karnataka
11/7/2024,DM003,Electronics,P3054,41,429.56,26%,13032.85,Bangalore,Karnataka
6/9/2024,DM018,Groceries,P9890,24,215.14,22%,4027.42,Shimla,Himachal Pradesh
2/14/2024,DM004,Stationery,P8029,10,384.95,7%,3580.03,Chennai,Tamil Nadu
2/12/2024,DM017,Clothing,P8122,19,268.06,29%,3616.13,Dehradun,Uttarakhand
6/29/2024,DM010,Electronics,P9169,28,173.6,12%,4277.5,Lucknow,Uttar Pradesh
11/8/2024,DM008,Home & Kitchen,P4357,16,353.14,18%,4633.2,Kolkata,West Bengal
7/18/2024,DM008,Stationery,P5120,18,338.94,25%,4575.69,Kolkata,West Bengal
5/22/2024,DM002,Stationery,P3102,42,114.73,24%,3662.18,Pune,Maharashtra
9/25/2024,DM018,Stationery,P9954,19,58.6,4%,1068.86,Shimla,Himachal Pradesh
11/17/2024,DM002,Electronics,P7512,29,328.33,3%,9235.92,Pune,Maharashtra
10/3/2024,DM017,Home & Kitchen,P8852,16,337.65,21%,4267.9,Dehradun,Uttarakhand
7/29/2024,DM015,Clothing,P6629,43,447.77,23%,14825.66,Guwahati,Assam
8/9/2024,DM007,Groceries,P8457,14,333.24,17%,3872.25,Ahmedabad,Gujarat
12/18/2024,DM014,Groceries,P4511,8,277.13,0%,2217.04,Bhubaneswar,Odisha
6/11/2024,DM011,Stationery,P2007,12,257.89,6%,2909,Chandigarh,Punjab
2/8/2024,DM010,Clothing,P8099,6,121.95,0%,731.7,Lucknow,Uttar Pradesh
8/24/2024,DM019,Groceries,P8240,20,13.67,5%,259.73,Ranchi,Jharkhand
5/23/2024,DM010,Electronics,P3199,26,436.99,2%,11134.51,Lucknow,Uttar Pradesh
2/23/2024,DM002,Electronics,P1902,4,392.81,7%,1461.25,Pune,Maharashtra
5/10/2024,DM019,Electronics,P3535,22,467.44,6%,9666.66,Ranchi,Jharkhand
12/21/2024,DM009,Home & Kitchen,P3137,12,315.57,25%,2840.13,Jaipur,Rajasthan
6/30/2024,DM007,Electronics,P7638,24,19.35,16%,390.1,Ahmedabad,Gujarat
3/20/2024,DM007,Groceries,P7515,35,242.73,25%,6371.66,Ahmedabad,Gujarat
6/28/2024,DM007,Stationery,P8110,7,192.64,9%,1227.12,Ahmedabad,Gujarat
2/22/2024,DM016,Groceries,P1205,34,369.94,24%,9559.25,Thiruvananthapuram,Kerala
12/24/2024,DM020,Groceries,P4893,7,109.3,10%,688.59,Panaji,Goa
3/10/2024,DM002,Clothing,P6453,6,207.24,23%,957.45,Pune,Maharashtra
7/22/2024,DM011,Stationery,P9129,8,107.05,17%,710.81,Chandigarh,Punjab
7/21/2024,DM011,Electronics,P2829,25,182.82,24%,3473.58,Chandigarh,Punjab
6/13/2024,DM015,Home & Kitchen,P3965,7,491.52,13%,2993.36,Guwahati,Assam
4/16/2024,DM020,Electronics,P2739,5,369.69,28%,1330.88,Panaji,Goa
1/23/2024,DM017,Clothing,P7110,25,477.82,7%,11109.31,Dehradun,Uttarakhand
9/22/2024,DM003,Home & Kitchen,P3291,15,276.93,14%,3572.4,Bangalore,Karnataka
12/5/2024,DM018,Groceries,P6521,9,33.33,5%,284.97,Shimla,Himachal Pradesh
3/10/2024,DM020,Home & Kitchen,P9724,30,421.01,5%,11998.78,Panaji,Goa
8/31/2024,DM005,Electronics,P6977,31,446.1,4%,13275.94,Hyderabad,Telangana
8/10/2024,DM015,Home & Kitchen,P4274,33,59.96,29%,1404.86,Guwahati,Assam
8/16/2024,DM015,Home & Kitchen,P7385,2,122.73,21%,193.91,Guwahati,Assam
3/2/2024,DM017,Home & Kitchen,P8742,39,95.49,11%,3314.46,Dehradun,Uttarakhand
8/14/2024,DM008,Stationery,P4107,50,284.91,22%,11111.49,Kolkata,West Bengal
2/2/2024,DM011,Stationery,P9152,30,213.41,23%,4929.77,Chandigarh,Punjab
12/20/2024,DM019,Clothing,P5635,15,493.46,0%,7401.9,Ranchi,Jharkhand
5/10/2024,DM010,Clothing,P6500,12,443.34,2%,5213.68,Lucknow,Uttar Pradesh
3/4/2024,DM013,Stationery,P8234,42,238.17,14%,8602.7,Patna,Bihar
6/17/2024,DM014,Clothing,P3964,43,145.41,4%,6002.52,Bhubaneswar,Odisha
9/2/2024,DM004,Groceries,P2082,46,396.32,18%,14949.19,Chennai,Tamil Nadu
9/8/2024,DM003,Groceries,P7744,23,358.33,27%,6016.36,Bangalore,Karnataka
9/28/2024,DM001,Groceries,P3160,23,418.87,8%,8863.29,Mumbai,Maharashtra
7/25/2024,DM005,Electronics,P4292,29,294.94,10%,7697.93,Hyderabad,Telangana
7/28/2024,DM008,Stationery,P1411,9,463.11,20%,3334.39,Kolkata,West Bengal
5/21/2024,DM015,Stationery,P4805,46,56.11,14%,2219.71,Guwahati,Assam
9/3/2024,DM005,Electronics,P5145,18,124.48,22%,1747.7,Hyderabad,Telangana
9/4/2024,DM012,Electronics,P5016,37,237.21,14%,7548.02,Indore,Madhya Pradesh
6/18/2024,DM003,Electronics,P4253,24,142.87,27%,2503.08,Bangalore,Karnataka
10/24/2024,DM014,Groceries,P8582,10,18.95,23%,145.91,Bhubaneswar,Odisha
10/27/2024,DM014,Home & Kitchen,P3972,31,334.77,20%,8302.3,Bhubaneswar,Odisha
10/24/2024,DM011,Groceries,P9440,6,326.57,6%,1841.85,Chandigarh,Punjab
6/19/2024,DM012,Electronics,P7561,18,23.9,19%,348.46,Indore,Madhya Pradesh
11/23/2024,DM019,Clothing,P2956,48,328.43,3%,15291.7,Ranchi,Jharkhand
9/5/2024,DM015,Home & Kitchen,P4101,9,66.28,1%,590.55,Guwahati,Assam
3/26/2024,DM015,Electronics,P5263,20,452.12,3%,8771.13,Guwahati,Assam
11/18/2024,DM020,Stationery,P5583,17,232.19,6%,3710.4,Panaji,Goa
2/28/2024,DM003,Home & Kitchen,P6647,50,12.74,11%,566.93,Bangalore,Karnataka
7/23/2024,DM010,Clothing,P6937,49,88.01,26%,3191.24,Lucknow,Uttar Pradesh
6/21/2024,DM005,Clothing,P3749,43,215.93,27%,6778.04,Hyderabad,Telangana
1/30/2024,DM010,Electronics,P5435,7,487.06,22%,2659.35,Lucknow,Uttar Pradesh
10/24/2024,DM017,Groceries,P9574,17,476.11,17%,6717.91,Dehradun,Uttarakhand
5/11/2024,DM018,Clothing,P4441,12,244.87,0%,2938.44,Shimla,Himachal Pradesh
7/5/2024,DM003,Clothing,P3805,2,127.5,0%,255,Bangalore,Karnataka
9/17/2024,DM012,Electronics,P8442,34,352.53,14%,10307.98,Indore,Madhya Pradesh
11/30/2024,DM010,Home & Kitchen,P8037,4,248.61,22%,775.66,Lucknow,Uttar Pradesh
8/9/2024,DM011,Clothing,P8139,17,60.14,2%,1001.93,Chandigarh,Punjab
5/29/2024,DM005,Groceries,P3516,20,210.57,19%,3411.23,Hyderabad,Telangana
5/19/2024,DM017,Stationery,P6513,23,170.14,16%,3287.1,Dehradun,Uttarakhand
4/15/2024,DM014,Clothing,P9364,13,51.72,24%,510.99,Bhubaneswar,Odisha
2/2/2024,DM018,Stationery,P1137,17,14.05,0%,238.85,Shimla,Himachal Pradesh
4/28/2024,DM016,Clothing,P7620,42,403.88,8%,15605.92,Thiruvananthapuram,Kerala
1/1/2024,DM015,Clothing,P4870,48,471.52,5%,21501.31,Guwahati,Assam
8/9/2024,DM008,Groceries,P6195,10,423.88,2%,4154.02,Kolkata,West Bengal
10/10/2024,DM015,Stationery,P6467,14,257.26,22%,2809.28,Guwahati,Assam
5/23/2024,DM008,Groceries,P2463,5,447.39,24%,1700.08,Kolkata,West Bengal
1/9/2024,DM007,Electronics,P7637,19,406.75,28%,5564.34,Ahmedabad,Gujarat
2/26/2024,DM002,Home & Kitchen,P7600,21,206,16%,3633.84,Pune,Maharashtra
6/19/2024,DM007,Electronics,P8434,3,330.92,16%,833.92,Ahmedabad,Gujarat
9/4/2024,DM009,Clothing,P7430,32,201.66,23%,4968.9,Jaipur,Rajasthan
3/21/2024,DM016,Groceries,P8978,21,213.37,13%,3898.27,Thiruvananthapuram,Kerala
5/1/2024,DM005,Home & Kitchen,P9404,39,188.32,14%,6316.25,Hyderabad,Telangana
3/7/2024,DM018,Home & Kitchen,P3902,32,191.03,7%,5685.05,Shimla,Himachal Pradesh
10/27/2024,DM012,Stationery,P4187,1,298.26,10%,268.43,Indore,Madhya Pradesh
12/27/2024,DM009,Stationery,P1219,9,435.87,29%,2785.21,Jaipur,Rajasthan
5/25/2024,DM015,Electronics,P2830,28,478.22,2%,13122.36,Guwahati,Assam
5/6/2024,DM013,Home & Kitchen,P6751,48,175.2,20%,6727.68,Patna,Bihar
8/15/2024,DM010,Clothing,P8979,10,333.9,8%,3071.88,Lucknow,Uttar Pradesh
